id	title	price_pc	price_mobile	normal_price	link	mobile_link	image_link	add_image_link	category_name1	category_name2	category_name3	category_name4	naver_category	naver_product_id	condition	import_flag	parallel_import	order_made	product_flag	rental_info	adult	goods_type	barcode	manufacture_define_number	model_number	brand	maker	origin	card_event	event_words	benefit_price	partner_coupon_download	interest_free_event	point	installation_costs	pre_match_code	search_tag	group_id	vendor_id	coordi_id	minimum_purchase_quantity	review_count	shipping	delivery_grade	delivery_detail	attribute	option_detail	seller_id	age_group	gender	benefit_start_date	benefit_end_date	brand_certification
1860	리오마레 인살라티씨메 참치샐러스 옥수수 160g 6개	37800	37800		https://skmrkt.com/product/detail.html?product_no=1860&cate_no=132&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1860&cate_no=132&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/dee2a1cc40576fe858232970335ffa6f_dburl.png		전체상품	즉석식품					신상품											자체브랜드	자체제작	이탈리아			37800			37800							1	0	0	Y	제주지역 4000원/도서산간지역 4000원/								
1861	카르보넬 엑스트라버진 올리브오일 250ml	10990	10990		https://skmrkt.com/product/detail.html?product_no=1861&cate_no=138&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1861&cate_no=138&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/1f79d4b55320c8a550ab4216b111401a_dburl.png		전체상품	소스/잼/오일					신상품											자체브랜드	자체제작	삼경에프에스			10990			11000							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1862	카르보넬 엑스트라버진 올리브오일 스프레이 200ml	11980	11980		https://skmrkt.com/product/detail.html?product_no=1862&cate_no=138&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1862&cate_no=138&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/44d1edea611efdf7888147948f8a8c93_dburl.png		전체상품	소스/잼/오일					신상품											자체브랜드	자체제작	삼경에프에스			11980			12000							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1865	오트사이드 초콜릿 오트 밀크 1L 6개	27900	27900		https://skmrkt.com/product/detail.html?product_no=1865&cate_no=114&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1865&cate_no=114&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/e834513fe735a6abd5ab1209e7754636_dburl.png		전체상품	음료					신상품											자체브랜드	자체제작	인도네시아			23800	Y		27900							1	0	0	Y	제주지역 4000원/도서산간지역 4000원/								
1866	테라오카 계란간장 300ml 1개	11900	11900		https://skmrkt.com/product/detail.html?product_no=1866&cate_no=138&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1866&cate_no=138&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/ef23ba229abb3c7180e117b4c52cf968_dburl.png		전체상품	소스/잼/오일					신상품											자체브랜드	자체제작	일본			11900			11900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1867	하리보젤리 프루티 부시 100g 10개	18800	18800		https://skmrkt.com/product/detail.html?product_no=1867&cate_no=76&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1867&cate_no=76&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/21ce58c134ff9e8e465c6bf4a87bb0ba_dburl.png		전체상품	스낵	젤리				신상품											자체브랜드	자체제작	독일산(삼경에프에스)			18800			18800							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1868	오트사이드 바리스타 1L 1개+ 초코 1개	12900	12900		https://skmrkt.com/product/detail.html?product_no=1868&cate_no=114&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1868&cate_no=114&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/ed308a9ac6aaf3446aead50367c9c99a_dburl.png		전체상품	음료					신상품											자체브랜드	자체제작	인도네시아			11000	Y		12900							1	1	0	Y	제주지역 4000원/도서산간지역 4000원/								
1869	오트사이드 초콜릿 오트 밀크 1L 3개	15900	15900		https://skmrkt.com/product/detail.html?product_no=1869&cate_no=114&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1869&cate_no=114&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/11acbcdc146c9f1b313c790d776056dc_dburl.png		전체상품	음료					신상품											자체브랜드	자체제작	인도네시아			13600	Y		15900							1	0	0	Y	제주지역 4000원/도서산간지역 4000원/								
1871	미카구토 토쿠노 밀크 캔디 115g 3개	13900	13900		https://skmrkt.com/product/detail.html?product_no=1871&cate_no=94&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1871&cate_no=94&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/b4ef08aeeacd18c1eb52d5c7f1ea04b9_dburl.png		전체상품	스낵	캔디				신상품											자체브랜드	자체제작	일본			13900			13900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1873	오트사이드 바리스타 블렌드 1L 3개	15900	15900		https://skmrkt.com/product/detail.html?product_no=1873&cate_no=114&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1873&cate_no=114&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/0b8a1b63ec481a7dd0f321920a18da9b_dburl.png		전체상품	음료					신상품											자체브랜드	자체제작	인도네시아			15900			15900							1	0	0	Y	제주지역 4000원/도서산간지역 4000원/								
1875	하리보젤리 골드베렌 1kg 1개	16480	16480		https://skmrkt.com/product/detail.html?product_no=1875&cate_no=76&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1875&cate_no=76&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202506/0a20017d61a4d1ae5e818a9cf2201c64_dburl.jpg		전체상품	스낵	젤리				신상품											자체브랜드	자체제작	독일			16480			16500							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1876	하리보젤리 스타믹스 1kg 1개	16480	16480		https://skmrkt.com/product/detail.html?product_no=1876&cate_no=76&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1876&cate_no=76&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/4811f53c07bb51b80b2107f1bed2d525_dburl.png		전체상품	스낵	젤리				신상품										하리보 스타믹스 1KG	자체브랜드	자체제작	독일			16480			16500							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1877	하리보젤리 웜즈 사우어 960g 1개	16480	16480		https://skmrkt.com/product/detail.html?product_no=1877&cate_no=76&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1877&cate_no=76&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/1829e6e5c8381771155fddd820e54246_dburl.png		전체상품	스낵	젤리				신상품											자체브랜드	자체제작	독일			16480			16500							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1878	오트사이드 바리스타 블렌드 1L 6개	27900	27900		https://skmrkt.com/product/detail.html?product_no=1878&cate_no=114&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1878&cate_no=114&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/5b8931011f174ccbfc64976a79669663_dburl.png		전체상품	음료					신상품											자체브랜드	자체제작	인도네시아			27900			27900							1	1	0	Y	제주지역 4000원/도서산간지역 4000원/								
1879	미카구토 아주끼 캔디 105g 3개	10900	10900		https://skmrkt.com/product/detail.html?product_no=1879&cate_no=94&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1879&cate_no=94&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/552237b07c03e4af735abc59bc013766_dburl.png		전체상품	스낵	캔디				신상품											자체브랜드	자체제작	일본			10900			10900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1882	테라오카 계란간장 300ml 2개	18900	18900		https://skmrkt.com/product/detail.html?product_no=1882&cate_no=138&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1882&cate_no=138&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/85f4366a5a072d37b61fa4670a370f4e_dburl.png		전체상품	소스/잼/오일					신상품											자체브랜드	자체제작	일본			18900			18900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1885	플립즈 밀크쵸콜릿 프레첼  90g 3개	13900	13900		https://skmrkt.com/product/detail.html?product_no=1885&cate_no=106&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1885&cate_no=106&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/0b7b4b8fcb9c184e025410401aecb3e9_dburl.png		전체상품	스낵	과자				신상품											자체브랜드	자체제작	삼경에프에스			13900			13900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1886	하리보젤리 해피 그레이프 1kg 1개	16480	16480		https://skmrkt.com/product/detail.html?product_no=1886&cate_no=76&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1886&cate_no=76&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/1888fa9ff7b061de83c9b610921ca6d1_dburl.png		전체상품	스낵	젤리				신상품											자체브랜드	자체제작	독일산(삼경에프에스)			16480			16500							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1887	라코스테냐 홀블랙빈스 560g 1개	7400	7400		https://skmrkt.com/product/detail.html?product_no=1887&cate_no=138&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1887&cate_no=138&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/c9608175996676bb7ed8a2532746405e_dburl.png		전체상품	소스/잼/오일					신상품											자체브랜드	자체제작	멕시코			7400			7400							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1888	라코스테냐 홀핀토빈스 560g 1개	8400	8400		https://skmrkt.com/product/detail.html?product_no=1888&cate_no=138&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1888&cate_no=138&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/b09c8fad5b0ad0941c65b50ef23ba2c3_dburl.png		전체상품	소스/잼/오일					신상품											자체브랜드	자체제작	멕시코			8400			8400							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1889	라코스테냐 홀블랙빈스 560g 2개	9900	9900		https://skmrkt.com/product/detail.html?product_no=1889&cate_no=138&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1889&cate_no=138&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/5cea3aa7544801e65c8134acce3a1698_dburl.png		전체상품	소스/잼/오일					신상품											자체브랜드	자체제작	멕시코			9900			9900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1890	라코스테냐 홀핀토빈스 560g 2개	10900	10900		https://skmrkt.com/product/detail.html?product_no=1890&cate_no=138&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1890&cate_no=138&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/dd05e37bbcfc20ef5f6b40ecfbb95383_dburl.png		전체상품	소스/잼/오일					신상품											자체브랜드	자체제작	멕시코			10900			10900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1891	라코스테냐 살사소스 매운맛 453g 1개	8900	8900		https://skmrkt.com/product/detail.html?product_no=1891&cate_no=138&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1891&cate_no=138&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202308/2defd2b44584e1bc473f25f2ac984ccb_dburl.jpg		전체상품	소스/잼/오일					신상품											자체브랜드	자체제작	멕시코			8900			8900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1892	플립즈 카라멜 프레첼 터키 90g 3개	13900	13900		https://skmrkt.com/product/detail.html?product_no=1892&cate_no=106&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1892&cate_no=106&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/0ba60a1e17291b79059275e86261037d_dburl.png		전체상품	스낵	과자				신상품											자체브랜드	자체제작	삼경에프에스			13900			13900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1893	라코스테냐 살사소스 중간매운맛 453g 1개	9400	9400		https://skmrkt.com/product/detail.html?product_no=1893&cate_no=138&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1893&cate_no=138&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202308/c895e95c5a3b7de76e05c4faea6e07ca_dburl.jpg		전체상품	소스/잼/오일					신상품											자체브랜드	자체제작	삼경프라자			9400			9400							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1894	라코스테냐 홀 할라페뇨 페퍼 440g 1개	10400	10400		https://skmrkt.com/product/detail.html?product_no=1894&cate_no=138&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1894&cate_no=138&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/2d685331a080638afaaed8b475964576_dburl.png		전체상품	소스/잼/오일					신상품											자체브랜드	자체제작	멕시코			10400			10400							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1895	라코스테냐 살사소스 매운맛 453g 2개	12900	12900		https://skmrkt.com/product/detail.html?product_no=1895&cate_no=138&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1895&cate_no=138&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/594f8c6b45041fbcdf62d2936018c943_dburl.png		전체상품	소스/잼/오일					신상품											자체브랜드	자체제작	멕시코			12900			12900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1896	라코스테냐 살사소스 중간매운맛 453g 2개	12900	12900		https://skmrkt.com/product/detail.html?product_no=1896&cate_no=138&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1896&cate_no=138&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202308/9c3de970b974ec5f55acb65c0dfb131f_dburl.jpg		전체상품	소스/잼/오일					신상품											자체브랜드	자체제작	멕시코			12900			12900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1906	크라시에 타노시이 오스시야상 가루쿡 28.5g 2개	13900	13900		https://skmrkt.com/product/detail.html?product_no=1906&cate_no=106&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1906&cate_no=106&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/3c3f790eae049806a31ebfd3f18cd9f3_dburl.png		전체상품	스낵	과자				신상품											자체브랜드	자체제작	삼경에프에스			13900			13900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1908	크라시에 케이크야상 27g (rev.23) 2개	13900	13900		https://skmrkt.com/product/detail.html?product_no=1908&cate_no=106&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1908&cate_no=106&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/6c4b414b97182102823289652f96ad71_dburl.png		전체상품	스낵	과자				신상품											자체브랜드	자체제작	삼경에프에스			13900			13900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1911	크라시에 해피키친 햄버거만들기 22g(리뉴얼) 2개	13900	13900		https://skmrkt.com/product/detail.html?product_no=1911&cate_no=106&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1911&cate_no=106&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/c1d00a63dc0e839112bc0e1ce2f9b4bc_dburl.png		전체상품	스낵	과자				신상품											자체브랜드	자체제작	삼경에프에스			13900			13900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1914	라코스테냐 홀 할라페뇨 페퍼 440g 2개	13800	13800		https://skmrkt.com/product/detail.html?product_no=1914&cate_no=138&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1914&cate_no=138&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/e8ff33e875f4c6accf818922dab0e039_dburl.png		전체상품	소스/잼/오일					신상품											자체브랜드	자체제작	멕시코			13800			13800							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1916	크라시에 해피키친 도넛만들기 41g 2개	13900	13900		https://skmrkt.com/product/detail.html?product_no=1916&cate_no=106&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1916&cate_no=106&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/ee5dc88a5defc3043579a721131286ec_dburl.png		전체상품	스낵	과자				신상품											자체브랜드	자체제작	삼경에프에스			13900			13900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1917	카수가이 구로아메(흑사탕) 129g 1개	7900	7900		https://skmrkt.com/product/detail.html?product_no=1917&cate_no=94&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1917&cate_no=94&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/4e090559f20a0f79b39cf66a0b2c34b2_dburl.png		전체상품	스낵	캔디				신상품											자체브랜드	자체제작	일본			7900			7900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1918	카수가이 라카아메(땅콩사탕) 146g 2개	9900	9900		https://skmrkt.com/product/detail.html?product_no=1918&cate_no=94&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1918&cate_no=94&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/8f525d1e44da9ef066458f52d0450e72_dburl.png		전체상품	스낵	캔디				신상품											자체브랜드	자체제작	일본			9900			9900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1919	카수가이 구로아메(흑사탕) 129g 2개	9900	9900		https://skmrkt.com/product/detail.html?product_no=1919&cate_no=94&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1919&cate_no=94&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/75ac4c051ff2f4bf479420e5fd784f8c_dburl.png		전체상품	스낵	캔디				신상품											자체브랜드	자체제작	일본			9900			9900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1920	카수가이 하카아메(박하사탕) 147g 1개	7900	7900		https://skmrkt.com/product/detail.html?product_no=1920&cate_no=94&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1920&cate_no=94&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/ab28f4f06a6dc1a7dd9783d49dae1f9a_dburl.png		전체상품	스낵	캔디				신상품											자체브랜드	자체제작	일본			7900			7900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1921	카수가이 시오아메(소금사탕) 140g 1개	7900	7900		https://skmrkt.com/product/detail.html?product_no=1921&cate_no=94&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1921&cate_no=94&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/a9b81c67f68974925620f97aa9652a6a_dburl.png		전체상품	스낵	캔디				신상품											자체브랜드	자체제작	일본			7900			7900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1922	카수가이 라카아메(땅콩사탕) 146g 1개	7900	7900		https://skmrkt.com/product/detail.html?product_no=1922&cate_no=94&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1922&cate_no=94&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/bf27eb6b2b184822ba3ce421b5767e74_dburl.png		전체상품	스낵	캔디				신상품											자체브랜드	자체제작	유니레버코리아			7900			7900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1923	카수가이 시오아메(소금사탕) 140g 2개	9900	9900		https://skmrkt.com/product/detail.html?product_no=1923&cate_no=94&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1923&cate_no=94&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/ee715832b0f9680a6908d24eb5fd30ff_dburl.png		전체상품	스낵	캔디				신상품											자체브랜드	자체제작	일본			9900			9900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1924	카수가이 하카아메(박하사탕) 147g 2개	9900	9900		https://skmrkt.com/product/detail.html?product_no=1924&cate_no=94&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1924&cate_no=94&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/3f605c85d2dec7be7a67a1fd7990beff_dburl.png		전체상품	스낵	캔디				신상품											자체브랜드	자체제작	일본			9900			9900							1	0	3000	Y	제주지역 4000원/도서산간지역 4000원/								
1925	하타코센 크레용신짱 라무네 200ml 소다맛 6개	15900	15900		https://skmrkt.com/product/detail.html?product_no=1925&cate_no=114&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1925&cate_no=114&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/7f12da1f8ab347cbd2dfbe48a9ceec64_dburl.png		전체상품	음료					신상품											자체브랜드	자체제작	삼경에프에스			15900			15900							1	0	0	Y	제주지역 4000원/도서산간지역 4000원/								
1926	하타코센 크레용신짱 라무네 멜론 200ml 6개	15900	15900		https://skmrkt.com/product/detail.html?product_no=1926&cate_no=114&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1926&cate_no=114&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/29432032cc5f59a719bcf63c18532e95_dburl.png		전체상품	음료					신상품											자체브랜드	자체제작	삼경에프에스			15900			15900							1	0	0	Y	제주지역 4000원/도서산간지역 4000원/								
1927	하타코센 크레용신짱 라무네 파인애플 200ml 6개	15900	15900		https://skmrkt.com/product/detail.html?product_no=1927&cate_no=114&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1927&cate_no=114&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/a9b3be498d2d24a6ac9e4763e8a6d728_dburl.png		전체상품	음료					신상품											자체브랜드	자체제작	삼경에프에스			15900			15900							1	0	0	Y	제주지역 4000원/도서산간지역 4000원/								
1928	하타코센 크레용신짱 라무네 소다맛 200ml 12개	29900	29900		https://skmrkt.com/product/detail.html?product_no=1928&cate_no=114&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1928&cate_no=114&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/8fa974e8d03b3d2a264d47386abab710_dburl.png		전체상품	음료					신상품											자체브랜드	자체제작	일본			29900			29900							1	0	0	Y	제주지역 4000원/도서산간지역 4000원/								
1929	하타코센 크레용신짱 라무네 멜론 200ml 12개	26900	26900		https://skmrkt.com/product/detail.html?product_no=1929&cate_no=114&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1929&cate_no=114&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/583b01c50db75116157480790e2e134f_dburl.png		전체상품	음료					신상품											자체브랜드	자체제작	일본			26900			26900							1	0	0	Y	제주지역 4000원/도서산간지역 4000원/								
1930	하타코센 크레용신짱 라무네 파인애플 200ml 12개	26900	26900		https://skmrkt.com/product/detail.html?product_no=1930&cate_no=114&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open	http://m.skmrkt.com/product/detail.html?product_no=1930&cate_no=114&display_group=1&cafe_mkt=naver_ks	http://skmrkt.com/web/product/medium/202312/875879f2568bf51f75392a4baf87a1e5_dburl.png		전체상품	음료					신상품											자체브랜드	자체제작	일본			26900			26900							1	0	0	Y	제주지역 4000원/도서산간지역 4000원/								
